Index;Huisnr;Postcode;Plaats;Objective 1;Objective 2;
1;1;3;1;0.16666666666666663;121.0;
2;2;3;2;0.6666666666666666;876.0;
3;2;3;1;0.33333333333333326;868.0;
4;2;3;2;0.6666666666666666;876.0;
5;1;3;1;0.16666666666666663;121.0;
6;2;3;1;0.33333333333333326;868.0;
7;2;3;2;0.6666666666666666;876.0;
8;1;3;1;0.16666666666666663;121.0;
9;1;3;1;0.16666666666666663;121.0;
10;2;3;2;0.6666666666666666;876.0;
11;2;3;2;0.6666666666666666;876.0;
12;0;4;1;0.08333333333333337;7.0;
13;2;3;1;0.33333333333333326;868.0;
14;2;3;2;0.6666666666666666;876.0;
15;2;3;1;0.33333333333333326;868.0;
16;2;3;1;0.33333333333333326;868.0;
17;2;3;1;0.33333333333333326;868.0;
18;2;3;2;0.6666666666666666;876.0;
19;1;3;1;0.16666666666666663;121.0;
20;0;4;1;0.08333333333333337;7.0;
21;1;3;1;0.16666666666666663;121.0;
22;2;3;1;0.33333333333333326;868.0;
23;1;3;1;0.16666666666666663;121.0;
24;2;3;2;0.6666666666666666;876.0;
25;1;3;1;0.16666666666666663;121.0;
26;1;3;1;0.16666666666666663;121.0;
27;1;3;1;0.16666666666666663;121.0;
28;2;3;2;0.6666666666666666;876.0;
29;0;4;1;0.08333333333333337;7.0;
30;2;3;2;0.6666666666666666;876.0;
31;2;3;1;0.33333333333333326;868.0;
32;0;4;1;0.08333333333333337;7.0;
33;2;3;1;0.33333333333333326;868.0;
34;1;3;1;0.16666666666666663;121.0;
35;2;3;1;0.33333333333333326;868.0;
36;2;3;1;0.33333333333333326;868.0;
37;0;4;1;0.08333333333333337;7.0;
38;2;3;1;0.33333333333333326;868.0;
39;2;3;2;0.6666666666666666;876.0;
40;1;3;1;0.16666666666666663;121.0;
41;2;3;2;0.6666666666666666;876.0;
42;1;3;1;0.16666666666666663;121.0;
43;2;3;2;0.6666666666666666;876.0;
44;2;3;2;0.6666666666666666;876.0;
45;2;3;2;0.6666666666666666;876.0;
46;2;3;2;0.6666666666666666;876.0;
47;1;3;1;0.16666666666666663;121.0;
48;2;3;1;0.33333333333333326;868.0;
49;2;3;1;0.33333333333333326;868.0;
50;2;3;2;0.6666666666666666;876.0;
51;2;3;2;0.6666666666666666;876.0;
52;1;3;1;0.16666666666666663;121.0;
53;2;3;2;0.6666666666666666;876.0;
54;2;3;1;0.33333333333333326;868.0;
55;2;3;1;0.33333333333333326;868.0;
56;1;3;1;0.16666666666666663;121.0;
57;2;3;2;0.6666666666666666;876.0;
58;2;3;1;0.33333333333333326;868.0;
59;2;3;2;0.6666666666666666;876.0;
60;2;3;1;0.33333333333333326;868.0;
61;2;3;1;0.33333333333333326;868.0;
62;2;3;2;0.6666666666666666;876.0;
63;2;3;2;0.6666666666666666;876.0;
64;1;3;1;0.16666666666666663;121.0;
65;0;4;1;0.08333333333333337;7.0;
66;2;3;1;0.33333333333333326;868.0;
67;2;3;1;0.33333333333333326;868.0;
68;1;3;1;0.16666666666666663;121.0;
69;0;4;1;0.08333333333333337;7.0;
70;2;3;1;0.33333333333333326;868.0;
71;1;3;1;0.16666666666666663;121.0;
72;2;3;2;0.6666666666666666;876.0;
73;2;3;1;0.33333333333333326;868.0;
74;0;4;1;0.08333333333333337;7.0;
75;2;3;2;0.6666666666666666;876.0;
76;2;3;1;0.33333333333333326;868.0;
77;0;4;1;0.08333333333333337;7.0;
78;2;3;2;0.6666666666666666;876.0;
79;2;3;2;0.6666666666666666;876.0;
80;1;3;1;0.16666666666666663;121.0;
81;1;3;1;0.16666666666666663;121.0;
82;2;3;1;0.33333333333333326;868.0;
83;2;3;2;0.6666666666666666;876.0;
84;2;3;2;0.6666666666666666;876.0;
85;2;3;1;0.33333333333333326;868.0;
86;2;3;2;0.6666666666666666;876.0;
87;2;3;1;0.33333333333333326;868.0;
88;2;3;1;0.33333333333333326;868.0;
89;2;3;1;0.33333333333333326;868.0;
90;2;3;2;0.6666666666666666;876.0;
91;2;3;2;0.6666666666666666;876.0;
92;1;3;1;0.16666666666666663;121.0;
93;0;4;1;0.08333333333333337;7.0;
94;2;3;1;0.33333333333333326;868.0;
95;2;3;1;0.33333333333333326;868.0;
96;2;3;2;0.6666666666666666;876.0;
97;2;3;1;0.33333333333333326;868.0;
98;2;3;2;0.6666666666666666;876.0;
99;2;3;2;0.6666666666666666;876.0;
100;0;4;1;0.08333333333333337;7.0;
