Index;Huisnr;Postcode;Plaats;Objective 1;Objective 2;
1;2;3;2;0.6666666666666666;876.0;
2;1;3;1;0.16666666666666663;121.0;
3;2;3;2;0.6666666666666666;876.0;
4;2;3;1;0.33333333333333326;868.0;
5;2;3;2;0.6666666666666666;876.0;
6;2;3;1;0.33333333333333326;868.0;
7;2;3;1;0.33333333333333326;868.0;
8;2;3;2;0.6666666666666666;876.0;
9;2;3;2;0.6666666666666666;876.0;
10;1;3;1;0.16666666666666663;121.0;
11;2;3;1;0.33333333333333326;868.0;
12;1;3;1;0.16666666666666663;121.0;
13;2;3;2;0.6666666666666666;876.0;
14;0;3;1;0.0;7.0;
15;1;3;1;0.16666666666666663;121.0;
16;2;3;1;0.33333333333333326;868.0;
17;2;3;1;0.33333333333333326;868.0;
18;2;3;1;0.33333333333333326;868.0;
19;2;3;1;0.33333333333333326;868.0;
20;0;3;1;0.0;7.0;
21;2;3;2;0.6666666666666666;876.0;
22;1;3;1;0.16666666666666663;121.0;
23;0;3;1;0.0;7.0;
24;2;3;2;0.6666666666666666;876.0;
25;1;3;1;0.16666666666666663;121.0;
26;2;3;1;0.33333333333333326;868.0;
27;2;3;2;0.6666666666666666;876.0;
28;1;3;1;0.16666666666666663;121.0;
29;2;3;1;0.33333333333333326;868.0;
30;1;3;1;0.16666666666666663;121.0;
31;2;3;2;0.6666666666666666;876.0;
32;2;3;2;0.6666666666666666;876.0;
33;0;3;1;0.0;7.0;
34;2;3;1;0.33333333333333326;868.0;
35;2;3;1;0.33333333333333326;868.0;
36;2;3;1;0.33333333333333326;868.0;
37;2;3;1;0.33333333333333326;868.0;
38;2;3;1;0.33333333333333326;868.0;
39;2;3;2;0.6666666666666666;876.0;
40;2;3;1;0.33333333333333326;868.0;
41;2;3;1;0.33333333333333326;868.0;
42;2;3;1;0.33333333333333326;868.0;
43;1;3;1;0.16666666666666663;121.0;
44;0;3;1;0.0;7.0;
45;2;3;2;0.6666666666666666;876.0;
46;2;3;2;0.6666666666666666;876.0;
47;2;3;2;0.6666666666666666;876.0;
48;2;3;2;0.6666666666666666;876.0;
49;2;3;2;0.6666666666666666;876.0;
50;2;3;2;0.6666666666666666;876.0;
51;2;3;2;0.6666666666666666;876.0;
52;1;3;1;0.16666666666666663;121.0;
53;2;3;2;0.6666666666666666;876.0;
54;2;3;1;0.33333333333333326;868.0;
55;2;3;1;0.33333333333333326;868.0;
56;1;3;1;0.16666666666666663;121.0;
57;2;3;2;0.6666666666666666;876.0;
58;2;3;1;0.33333333333333326;868.0;
59;2;3;1;0.33333333333333326;868.0;
60;2;3;2;0.6666666666666666;876.0;
61;2;3;1;0.33333333333333326;868.0;
62;2;3;1;0.33333333333333326;868.0;
63;2;3;1;0.33333333333333326;868.0;
64;1;3;1;0.16666666666666663;121.0;
65;2;3;2;0.6666666666666666;876.0;
66;2;3;2;0.6666666666666666;876.0;
67;2;3;1;0.33333333333333326;868.0;
68;1;3;1;0.16666666666666663;121.0;
69;2;3;1;0.33333333333333326;868.0;
70;2;3;2;0.6666666666666666;876.0;
71;2;3;1;0.33333333333333326;868.0;
72;2;3;1;0.33333333333333326;868.0;
73;1;3;1;0.16666666666666663;121.0;
74;0;3;1;0.0;7.0;
75;2;3;2;0.6666666666666666;876.0;
76;2;3;1;0.33333333333333326;868.0;
77;2;3;2;0.6666666666666666;876.0;
78;2;3;1;0.33333333333333326;868.0;
79;1;3;1;0.16666666666666663;121.0;
80;2;3;1;0.33333333333333326;868.0;
81;2;3;1;0.33333333333333326;868.0;
82;2;3;1;0.33333333333333326;868.0;
83;1;3;1;0.16666666666666663;121.0;
84;2;3;1;0.33333333333333326;868.0;
85;0;3;1;0.0;7.0;
86;2;3;1;0.33333333333333326;868.0;
87;0;3;1;0.0;7.0;
88;2;3;1;0.33333333333333326;868.0;
89;2;3;2;0.6666666666666666;876.0;
90;0;3;1;0.0;7.0;
91;2;3;2;0.6666666666666666;876.0;
92;2;3;2;0.6666666666666666;876.0;
93;2;3;2;0.6666666666666666;876.0;
94;0;3;1;0.0;7.0;
95;2;3;2;0.6666666666666666;876.0;
96;1;3;1;0.16666666666666663;121.0;
97;1;3;1;0.16666666666666663;121.0;
98;2;3;2;0.6666666666666666;876.0;
99;2;3;2;0.6666666666666666;876.0;
100;2;3;1;0.33333333333333326;868.0;
