Index;Huisnr;Postcode;Plaats;Objective 1;Objective 2;
1;1;3;1;0.16666666666666663;121.0;
2;2;3;1;0.33333333333333326;868.0;
3;2;3;2;0.6666666666666666;876.0;
4;2;3;1;0.33333333333333326;868.0;
5;2;3;1;0.33333333333333326;868.0;
6;2;3;2;0.6666666666666666;876.0;
7;2;3;2;0.6666666666666666;876.0;
8;1;3;1;0.16666666666666663;121.0;
9;2;3;1;0.33333333333333326;868.0;
10;1;3;1;0.16666666666666663;121.0;
11;2;3;1;0.33333333333333326;868.0;
12;0;3;1;0.0;7.0;
13;2;3;2;0.6666666666666666;876.0;
14;0;3;1;0.0;7.0;
15;2;3;2;0.6666666666666666;876.0;
16;0;3;1;0.0;7.0;
17;2;3;2;0.6666666666666666;876.0;
18;2;3;2;0.6666666666666666;876.0;
19;2;3;2;0.6666666666666666;876.0;
20;1;3;1;0.16666666666666663;121.0;
21;2;3;2;0.6666666666666666;876.0;
22;1;3;1;0.16666666666666663;121.0;
23;1;3;1;0.16666666666666663;121.0;
24;0;3;1;0.0;7.0;
25;2;3;2;0.6666666666666666;876.0;
26;2;3;2;0.6666666666666666;876.0;
27;2;3;1;0.33333333333333326;868.0;
28;1;3;1;0.16666666666666663;121.0;
29;2;3;1;0.33333333333333326;868.0;
30;1;3;1;0.16666666666666663;121.0;
31;1;3;1;0.16666666666666663;121.0;
32;2;3;1;0.33333333333333326;868.0;
33;1;3;1;0.16666666666666663;121.0;
34;2;3;2;0.6666666666666666;876.0;
35;2;3;2;0.6666666666666666;876.0;
36;2;3;2;0.6666666666666666;876.0;
37;2;3;2;0.6666666666666666;876.0;
38;2;3;2;0.6666666666666666;876.0;
39;1;3;1;0.16666666666666663;121.0;
40;2;3;2;0.6666666666666666;876.0;
41;2;3;1;0.33333333333333326;868.0;
42;2;3;2;0.6666666666666666;876.0;
43;2;3;1;0.33333333333333326;868.0;
44;0;3;1;0.0;7.0;
45;1;3;1;0.16666666666666663;121.0;
46;0;3;1;0.0;7.0;
47;2;3;1;0.33333333333333326;868.0;
48;2;3;1;0.33333333333333326;868.0;
49;2;3;2;0.6666666666666666;876.0;
50;2;3;1;0.33333333333333326;868.0;
51;2;3;2;0.6666666666666666;876.0;
52;2;3;1;0.33333333333333326;868.0;
53;2;3;1;0.33333333333333326;868.0;
54;0;3;1;0.0;7.0;
55;1;3;1;0.16666666666666663;121.0;
56;2;3;2;0.6666666666666666;876.0;
57;2;3;1;0.33333333333333326;868.0;
58;1;3;1;0.16666666666666663;121.0;
59;2;3;1;0.33333333333333326;868.0;
60;2;3;2;0.6666666666666666;876.0;
61;1;3;1;0.16666666666666663;121.0;
62;2;3;1;0.33333333333333326;868.0;
63;2;3;1;0.33333333333333326;868.0;
64;1;3;1;0.16666666666666663;121.0;
65;0;3;1;0.0;7.0;
66;2;3;2;0.6666666666666666;876.0;
67;2;3;1;0.33333333333333326;868.0;
68;0;3;1;0.0;7.0;
69;2;3;2;0.6666666666666666;876.0;
70;2;3;1;0.33333333333333326;868.0;
71;2;3;1;0.33333333333333326;868.0;
72;2;3;1;0.33333333333333326;868.0;
73;0;3;1;0.0;7.0;
74;0;3;1;0.0;7.0;
75;0;3;1;0.0;7.0;
76;0;3;1;0.0;7.0;
77;0;3;1;0.0;7.0;
78;2;3;2;0.6666666666666666;876.0;
79;2;3;1;0.33333333333333326;868.0;
80;2;3;2;0.6666666666666666;876.0;
81;2;3;2;0.6666666666666666;876.0;
82;1;3;1;0.16666666666666663;121.0;
83;1;3;1;0.16666666666666663;121.0;
84;2;3;2;0.6666666666666666;876.0;
85;2;3;2;0.6666666666666666;876.0;
86;1;3;1;0.16666666666666663;121.0;
87;1;3;1;0.16666666666666663;121.0;
88;2;3;2;0.6666666666666666;876.0;
89;1;3;1;0.16666666666666663;121.0;
90;1;3;1;0.16666666666666663;121.0;
91;2;3;1;0.33333333333333326;868.0;
92;2;3;2;0.6666666666666666;876.0;
93;1;3;1;0.16666666666666663;121.0;
94;2;3;2;0.6666666666666666;876.0;
95;1;3;1;0.16666666666666663;121.0;
96;2;3;1;0.33333333333333326;868.0;
97;0;3;1;0.0;7.0;
98;2;3;1;0.33333333333333326;868.0;
99;2;3;2;0.6666666666666666;876.0;
100;2;3;2;0.6666666666666666;876.0;
