Index;Huisnr;Postcode;Plaats;Objective 1;Objective 2;
1;1;3;1;0.16666666666666663;121.0;
2;0;3;1;0.0;7.0;
3;2;3;1;0.33333333333333326;868.0;
4;2;3;1;0.33333333333333326;868.0;
5;2;3;2;0.6666666666666666;876.0;
6;1;3;1;0.16666666666666663;121.0;
7;2;3;1;0.33333333333333326;868.0;
8;2;3;1;0.33333333333333326;868.0;
9;2;3;2;0.6666666666666666;876.0;
10;2;3;2;0.6666666666666666;876.0;
11;2;3;2;0.6666666666666666;876.0;
12;2;3;2;0.6666666666666666;876.0;
13;2;3;1;0.33333333333333326;868.0;
14;1;3;1;0.16666666666666663;121.0;
15;1;3;1;0.16666666666666663;121.0;
16;2;3;2;0.6666666666666666;876.0;
17;2;3;2;0.6666666666666666;876.0;
18;2;3;1;0.33333333333333326;868.0;
19;2;3;2;0.6666666666666666;876.0;
20;2;3;2;0.6666666666666666;876.0;
21;2;3;1;0.33333333333333326;868.0;
22;0;3;1;0.0;7.0;
23;2;3;2;0.6666666666666666;876.0;
24;0;3;1;0.0;7.0;
25;2;3;1;0.33333333333333326;868.0;
26;1;3;1;0.16666666666666663;121.0;
27;2;3;1;0.33333333333333326;868.0;
28;2;3;1;0.33333333333333326;868.0;
29;2;3;2;0.6666666666666666;876.0;
30;0;3;1;0.0;7.0;
31;1;3;1;0.16666666666666663;121.0;
32;0;3;1;0.0;7.0;
33;2;3;2;0.6666666666666666;876.0;
34;2;3;2;0.6666666666666666;876.0;
35;1;3;1;0.16666666666666663;121.0;
36;2;3;2;0.6666666666666666;876.0;
37;1;3;1;0.16666666666666663;121.0;
38;2;3;2;0.6666666666666666;876.0;
39;1;3;1;0.16666666666666663;121.0;
40;2;3;1;0.33333333333333326;868.0;
41;2;3;1;0.33333333333333326;868.0;
42;2;3;2;0.6666666666666666;876.0;
43;2;3;1;0.33333333333333326;868.0;
44;2;3;1;0.33333333333333326;868.0;
45;1;3;1;0.16666666666666663;121.0;
46;1;3;1;0.16666666666666663;121.0;
47;0;3;1;0.0;7.0;
48;2;3;2;0.6666666666666666;876.0;
49;1;3;1;0.16666666666666663;121.0;
50;2;3;2;0.6666666666666666;876.0;
51;2;3;2;0.6666666666666666;876.0;
52;2;3;1;0.33333333333333326;868.0;
53;2;3;2;0.6666666666666666;876.0;
54;2;3;2;0.6666666666666666;876.0;
55;2;3;2;0.6666666666666666;876.0;
56;1;3;1;0.16666666666666663;121.0;
57;2;3;1;0.33333333333333326;868.0;
58;2;3;2;0.6666666666666666;876.0;
59;1;3;1;0.16666666666666663;121.0;
60;2;3;2;0.6666666666666666;876.0;
61;1;3;1;0.16666666666666663;121.0;
62;1;3;1;0.16666666666666663;121.0;
63;2;3;2;0.6666666666666666;876.0;
64;0;3;1;0.0;7.0;
65;1;3;1;0.16666666666666663;121.0;
66;2;3;2;0.6666666666666666;876.0;
67;2;3;1;0.33333333333333326;868.0;
68;2;3;2;0.6666666666666666;876.0;
69;0;3;1;0.0;7.0;
70;1;3;1;0.16666666666666663;121.0;
71;1;3;1;0.16666666666666663;121.0;
72;0;3;1;0.0;7.0;
73;2;3;1;0.33333333333333326;868.0;
74;2;3;1;0.33333333333333326;868.0;
75;2;3;2;0.6666666666666666;876.0;
76;2;3;2;0.6666666666666666;876.0;
77;1;3;1;0.16666666666666663;121.0;
78;2;3;1;0.33333333333333326;868.0;
79;2;3;2;0.6666666666666666;876.0;
80;2;3;1;0.33333333333333326;868.0;
81;2;3;2;0.6666666666666666;876.0;
82;2;3;2;0.6666666666666666;876.0;
83;2;3;2;0.6666666666666666;876.0;
84;2;3;2;0.6666666666666666;876.0;
85;1;3;1;0.16666666666666663;121.0;
86;1;3;1;0.16666666666666663;121.0;
87;2;3;1;0.33333333333333326;868.0;
88;0;3;1;0.0;7.0;
89;2;3;2;0.6666666666666666;876.0;
90;0;3;1;0.0;7.0;
91;2;3;2;0.6666666666666666;876.0;
92;2;3;1;0.33333333333333326;868.0;
93;1;3;1;0.16666666666666663;121.0;
94;1;3;1;0.16666666666666663;121.0;
95;2;3;2;0.6666666666666666;876.0;
96;1;3;1;0.16666666666666663;121.0;
97;2;3;1;0.33333333333333326;868.0;
98;0;3;1;0.0;7.0;
99;1;3;1;0.16666666666666663;121.0;
100;2;3;2;0.6666666666666666;876.0;
