Index;Huisnr;Postcode;Plaats;Objective 1;Objective 2;
1;2;3;2;0.6666666666666666;876.0;
2;2;3;2;0.6666666666666666;876.0;
3;2;3;2;0.6666666666666666;876.0;
4;2;3;2;0.6666666666666666;876.0;
5;2;3;2;0.6666666666666666;876.0;
6;2;3;2;0.6666666666666666;876.0;
7;2;3;1;0.33333333333333326;868.0;
8;2;3;1;0.33333333333333326;868.0;
9;2;3;1;0.33333333333333326;868.0;
10;2;3;1;0.33333333333333326;868.0;
11;2;3;2;0.6666666666666666;876.0;
12;2;3;2;0.6666666666666666;876.0;
13;2;3;2;0.6666666666666666;876.0;
14;1;3;1;0.16666666666666663;121.0;
15;0;3;1;0.0;7.0;
16;2;3;2;0.6666666666666666;876.0;
17;2;3;2;0.6666666666666666;876.0;
18;1;3;1;0.16666666666666663;121.0;
19;2;3;1;0.33333333333333326;868.0;
20;2;3;1;0.33333333333333326;868.0;
21;1;3;1;0.16666666666666663;121.0;
22;1;3;1;0.16666666666666663;121.0;
23;1;3;1;0.16666666666666663;121.0;
24;2;3;2;0.6666666666666666;876.0;
25;2;3;1;0.33333333333333326;868.0;
26;2;3;2;0.6666666666666666;876.0;
27;2;3;1;0.33333333333333326;868.0;
28;0;3;1;0.0;7.0;
29;2;3;1;0.33333333333333326;868.0;
30;1;3;1;0.16666666666666663;121.0;
31;2;3;1;0.33333333333333326;868.0;
32;2;3;1;0.33333333333333326;868.0;
33;2;3;2;0.6666666666666666;876.0;
34;1;3;1;0.16666666666666663;121.0;
35;1;3;1;0.16666666666666663;121.0;
36;2;3;1;0.33333333333333326;868.0;
37;2;3;2;0.6666666666666666;876.0;
38;2;3;1;0.33333333333333326;868.0;
39;2;3;2;0.6666666666666666;876.0;
40;0;3;1;0.0;7.0;
41;1;3;1;0.16666666666666663;121.0;
42;2;3;2;0.6666666666666666;876.0;
43;2;3;2;0.6666666666666666;876.0;
44;2;3;1;0.33333333333333326;868.0;
45;1;3;1;0.16666666666666663;121.0;
46;2;3;1;0.33333333333333326;868.0;
47;2;3;2;0.6666666666666666;876.0;
48;2;3;2;0.6666666666666666;876.0;
49;1;3;1;0.16666666666666663;121.0;
50;1;3;1;0.16666666666666663;121.0;
51;2;3;1;0.33333333333333326;868.0;
52;1;3;1;0.16666666666666663;121.0;
53;1;3;1;0.16666666666666663;121.0;
54;2;3;1;0.33333333333333326;868.0;
55;1;3;1;0.16666666666666663;121.0;
56;1;3;1;0.16666666666666663;121.0;
57;2;3;1;0.33333333333333326;868.0;
58;2;3;1;0.33333333333333326;868.0;
59;1;3;1;0.16666666666666663;121.0;
60;1;3;1;0.16666666666666663;121.0;
61;2;3;2;0.6666666666666666;876.0;
62;0;3;1;0.0;7.0;
63;2;3;2;0.6666666666666666;876.0;
64;2;3;2;0.6666666666666666;876.0;
65;2;3;2;0.6666666666666666;876.0;
66;1;3;1;0.16666666666666663;121.0;
67;2;3;1;0.33333333333333326;868.0;
68;2;3;2;0.6666666666666666;876.0;
69;1;3;1;0.16666666666666663;121.0;
70;2;3;1;0.33333333333333326;868.0;
71;2;3;2;0.6666666666666666;876.0;
72;1;3;1;0.16666666666666663;121.0;
73;2;3;2;0.6666666666666666;876.0;
74;0;3;1;0.0;7.0;
75;2;3;2;0.6666666666666666;876.0;
76;2;3;2;0.6666666666666666;876.0;
77;2;3;2;0.6666666666666666;876.0;
78;1;3;1;0.16666666666666663;121.0;
79;2;3;1;0.33333333333333326;868.0;
80;2;3;1;0.33333333333333326;868.0;
81;2;3;2;0.6666666666666666;876.0;
82;2;3;1;0.33333333333333326;868.0;
83;2;3;1;0.33333333333333326;868.0;
84;2;3;1;0.33333333333333326;868.0;
85;2;3;1;0.33333333333333326;868.0;
86;1;3;1;0.16666666666666663;121.0;
87;1;3;1;0.16666666666666663;121.0;
88;2;3;1;0.33333333333333326;868.0;
89;2;3;2;0.6666666666666666;876.0;
90;2;3;2;0.6666666666666666;876.0;
91;2;3;2;0.6666666666666666;876.0;
92;2;3;1;0.33333333333333326;868.0;
93;2;3;2;0.6666666666666666;876.0;
94;2;3;2;0.6666666666666666;876.0;
95;1;3;1;0.16666666666666663;121.0;
96;2;3;2;0.6666666666666666;876.0;
97;2;3;1;0.33333333333333326;868.0;
98;2;3;2;0.6666666666666666;876.0;
99;2;3;1;0.33333333333333326;868.0;
100;2;3;2;0.6666666666666666;876.0;
